project_id,project_name,year,row,col,latitude,longitude,confidence,spatial_block,spatial_split,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDBI
MH-001,Gondkhari,2024,61,68,21.165431,78.931056,0.89,MH-001_B1_3,val,1655.75,1967.00,2245.00,2595.50,2805.00,2578.00,0.0724,-0.1378,0.0388
MH-001,Gondkhari,2024,61,69,21.165431,78.931326,0.75,MH-001_B1_3,val,1059.50,1289.00,1564.00,2112.25,2550.00,2145.33,0.1491,-0.2420,0.0939
MH-001,Gondkhari,2024,62,66,21.165161,78.930517,0.67,MH-001_B1_3,val,1708.50,1996.67,2259.50,2577.00,2889.50,2639.00,0.0656,-0.1269,0.0572
MH-001,Gondkhari,2024,62,67,21.165161,78.930787,0.78,MH-001_B1_3,val,1811.00,2146.00,2458.50,2773.50,2971.00,2783.40,0.0602,-0.1276,0.0344
MH-001,Gondkhari,2024,62,68,21.165161,78.931056,0.89,MH-001_B1_3,val,1357.50,1654.00,1913.50,2333.00,2679.50,2386.00,0.0988,-0.1703,0.0691
MH-001,Gondkhari,2024,62,69,21.165161,78.931326,0.56,MH-001_B1_3,val,766.00,1004.25,1235.25,1739.00,2219.75,1705.33,0.1694,-0.2678,0.1214
MH-001,Gondkhari,2024,63,65,21.164892,78.930248,0.56,MH-001_B1_3,val,1753.00,2048.50,2331.50,2654.75,2899.75,2682.50,0.0648,-0.1289,0.0441
MH-001,Gondkhari,2024,63,66,21.164892,78.930517,0.67,MH-001_B1_3,val,1384.50,1669.50,1927.25,2391.00,2722.00,2426.50,0.1074,-0.1777,0.0647
MH-001,Gondkhari,2024,63,67,21.164892,78.930787,0.56,MH-001_B1_3,val,923.25,1181.25,1437.50,1987.25,2329.50,1913.08,0.1605,-0.2544,0.0793
MH-001,Gondkhari,2024,63,69,21.164892,78.931326,0.33,MH-001_B1_3,val,741.33,984.33,1257.67,1795.00,2254.50,1741.00,0.1760,-0.2917,0.1135
MH-001,Gondkhari,2024,64,64,21.164623,78.929978,0.56,MH-001_B1_3,val,1736.25,2045.00,2315.25,2627.50,2855.67,2652.00,0.0632,-0.1247,0.0416
MH-001,Gondkhari,2024,64,65,21.164623,78.930248,0.56,MH-001_B1_3,val,1769.50,2107.85,2406.00,2733.33,2967.75,2769.67,0.0637,-0.1292,0.0411
MH-001,Gondkhari,2024,65,62,21.164353,78.929439,0.44,MH-001_B1_2,train,980.50,1206.12,1406.25,1878.25,2240.00,1813.25,0.1437,-0.2179,0.0878
MH-001,Gondkhari,2024,65,63,21.164353,78.929709,0.67,MH-001_B1_3,val,1645.00,1922.00,2165.00,2487.50,2555.83,2288.50,0.0693,-0.1282,0.0135
MH-001,Gondkhari,2024,65,64,21.164353,78.929978,0.56,MH-001_B1_3,val,1194.00,1455.17,1707.00,2328.50,2569.50,2127.68,0.1540,-0.2308,0.0492
MH-001,Gondkhari,2024,66,62,21.164084,78.929439,0.56,MH-001_B1_2,train,1697.45,1975.25,2254.50,2610.75,2798.50,2491.25,0.0732,-0.1386,0.0347
MH-001,Gondkhari,2024,66,63,21.164084,78.929709,0.56,MH-001_B1_3,val,1186.25,1443.50,1655.50,2186.00,2569.00,2149.67,0.1381,-0.2046,0.0805
MH-001,Gondkhari,2024,67,61,21.163814,78.929170,0.22,MH-001_B1_2,train,1625.33,1941.50,2251.50,2693.00,2973.33,2566.50,0.0893,-0.1622,0.0495
MH-001,Gondkhari,2024,71,55,21.162736,78.927553,0.44,MH-001_B1_2,train,1101.75,1359.50,1657.67,2138.50,2563.00,2193.00,0.1267,-0.2227,0.0903
MH-001,Gondkhari,2024,71,56,21.162736,78.927822,0.44,MH-001_B1_2,train,1681.62,2007.50,2294.00,2765.00,2883.50,2527.25,0.0931,-0.1587,0.0210
MH-001,Gondkhari,2024,71,57,21.162736,78.928092,0.22,MH-001_B1_2,train,1023.67,1285.50,1485.17,2236.00,2525.50,2053.00,0.2018,-0.2699,0.0608
MH-001,Gondkhari,2024,72,52,21.162467,78.926744,0.56,MH-001_B1_2,train,820.67,1027.75,1230.50,1565.25,2018.00,1600.12,0.1197,-0.2073,0.1264
MH-001,Gondkhari,2024,72,53,21.162467,78.927014,0.67,MH-001_B1_2,train,720.50,906.50,1118.00,1749.00,2346.00,1852.67,0.2201,-0.3173,0.1458
MH-001,Gondkhari,2024,72,54,21.162467,78.927283,0.67,MH-001_B1_2,train,1374.50,1636.50,1920.00,2345.00,2724.50,2367.58,0.0996,-0.1779,0.0749
MH-001,Gondkhari,2024,72,55,21.162467,78.927553,0.56,MH-001_B1_2,train,1497.33,1815.50,2091.50,2559.00,2832.75,2426.50,0.1005,-0.1700,0.0508
MH-001,Gondkhari,2024,73,50,21.162197,78.926205,0.56,MH-001_B1_2,train,732.00,899.50,1079.67,1619.00,2155.50,1628.50,0.1999,-0.2857,0.1421
MH-001,Gondkhari,2024,73,51,21.162197,78.926475,0.78,MH-001_B1_2,train,853.08,1083.50,1270.75,1631.96,2025.00,1576.50,0.1244,-0.2020,0.1075
MH-001,Gondkhari,2024,73,52,21.162197,78.926744,0.89,MH-001_B1_2,train,877.25,1100.50,1330.25,1620.00,1986.75,1631.75,0.0982,-0.1910,0.1017
MH-001,Gondkhari,2024,73,53,21.162197,78.927014,1.00,MH-001_B1_2,train,1390.75,1655.50,1945.33,2262.50,2513.00,2212.33,0.0754,-0.1549,0.0525
MH-001,Gondkhari,2024,73,54,21.162197,78.927283,0.78,MH-001_B1_2,train,1312.00,1602.00,1846.00,2335.00,2602.00,2244.67,0.1170,-0.1862,0.0541
MH-001,Gondkhari,2024,74,49,21.161928,78.925936,0.67,MH-001_B2_2,train,747.00,985.00,1113.62,1585.00,1757.00,1354.00,0.1747,-0.2335,0.0515
MH-001,Gondkhari,2024,74,50,21.161928,78.926205,0.89,MH-001_B2_2,train,817.33,1033.25,1263.50,1740.67,2005.00,1592.50,0.1588,-0.2550,0.0706
MH-001,Gondkhari,2024,74,51,21.161928,78.926475,1.00,MH-001_B2_2,train,1125.25,1363.75,1609.50,1898.00,2205.50,1884.00,0.0823,-0.1638,0.0749
MH-001,Gondkhari,2024,74,52,21.161928,78.926744,1.00,MH-001_B2_2,train,1395.00,1658.00,1880.00,2284.50,2453.50,2156.50,0.0971,-0.1589,0.0357
MH-001,Gondkhari,2024,74,53,21.161928,78.927014,1.00,MH-001_B2_2,train,1253.00,1559.67,1821.67,2270.00,2504.75,2121.00,0.1096,-0.1855,0.0492
MH-001,Gondkhari,2024,74,54,21.161928,78.927283,0.67,MH-001_B2_2,train,782.00,991.75,1183.75,1788.50,2275.00,1799.00,0.2035,-0.2866,0.1197
MH-001,Gondkhari,2024,75,48,21.161658,78.925666,0.44,MH-001_B2_2,train,922.88,1179.25,1349.50,1725.25,1802.50,1478.83,0.1222,-0.1880,0.0219
MH-001,Gondkhari,2024,75,49,21.161658,78.925936,0.78,MH-001_B2_2,train,765.00,995.33,1157.50,1536.25,1788.75,1453.00,0.1406,-0.2137,0.0759
MH-001,Gondkhari,2024,75,50,21.161658,78.926205,1.00,MH-001_B2_2,train,1087.50,1333.00,1570.00,1910.75,2197.33,1868.75,0.0979,-0.1781,0.0698
MH-001,Gondkhari,2024,75,51,21.161658,78.926475,1.00,MH-001_B2_2,train,1498.17,1750.50,1998.33,2288.00,2436.17,2176.40,0.0676,-0.1331,0.0314
MH-001,Gondkhari,2024,75,52,21.161658,78.926744,1.00,MH-001_B2_2,train,1268.50,1564.12,1866.25,2409.00,2609.00,2245.50,0.1270,-0.2126,0.0399
MH-001,Gondkhari,2024,75,53,21.161658,78.927014,0.89,MH-001_B2_2,train,1014.00,1279.00,1507.50,1845.60,2159.50,1724.20,0.1008,-0.1813,0.0784
MH-001,Gondkhari,2024,75,54,21.161658,78.927283,0.56,MH-001_B2_2,train,842.67,1049.00,1235.50,1691.67,2091.25,1619.00,0.1558,-0.2345,0.1056
MH-001,Gondkhari,2024,76,49,21.161389,78.925936,0.89,MH-001_B2_2,train,1391.50,1657.00,1884.75,2237.50,2434.00,2161.00,0.0856,-0.1491,0.0421
MH-001,Gondkhari,2024,76,50,21.161389,78.926205,1.00,MH-001_B2_2,train,1194.00,1516.00,1763.50,2124.50,2304.25,2010.25,0.0928,-0.1671,0.0406
MH-001,Gondkhari,2024,76,51,21.161389,78.926475,1.00,MH-001_B2_2,train,952.50,1232.00,1489.67,1787.50,2094.00,1754.00,0.0909,-0.1840,0.0790
MH-001,Gondkhari,2024,76,52,21.161389,78.926744,0.89,MH-001_B2_2,train,1021.00,1296.00,1550.00,1902.75,2208.50,1815.33,0.1022,-0.1897,0.0744
MH-001,Gondkhari,2024,76,53,21.161389,78.927014,0.67,MH-001_B2_2,train,926.17,1177.25,1398.50,1660.00,1902.00,1568.25,0.0855,-0.1701,0.0679
MH-001,Gondkhari,2024,77,48,21.161119,78.925666,0.44,MH-001_B2_2,train,1264.00,1517.50,1739.50,2139.00,2389.86,2069.50,0.1030,-0.1700,0.0554
MH-001,Gondkhari,2024,77,49,21.161119,78.925936,0.56,MH-001_B2_2,train,1291.00,1587.75,1845.67,2208.50,2454.75,2149.75,0.0895,-0.1635,0.0528
MH-001,Gondkhari,2024,77,50,21.161119,78.926205,0.67,MH-001_B2_2,train,920.67,1172.50,1416.67,1718.50,2023.38,1684.00,0.0963,-0.1889,0.0815
MH-001,Gondkhari,2024,77,51,21.161119,78.926475,0.67,MH-001_B2_2,train,948.13,1214.33,1497.43,1783.25,1941.00,1618.50,0.0871,-0.1898,0.0424
MH-001,Gondkhari,2024,77,52,21.161119,78.926744,0.56,MH-001_B2_2,train,839.00,1052.75,1261.00,1612.33,1867.28,1539.50,0.1223,-0.2100,0.0733
MH-001,Gondkhari,2024,78,47,21.160850,78.925397,0.44,MH-001_B2_2,train,1382.70,1684.00,1949.50,2369.00,2601.67,2290.50,0.0971,-0.1690,0.0468
MH-001,Gondkhari,2024,79,46,21.160580,78.925127,0.33,MH-001_B2_2,train,1425.67,1698.33,1937.58,2331.50,2511.50,2210.50,0.0923,-0.1571,0.0372
MH-001,Gondkhari,2024,79,47,21.160580,78.925397,0.33,MH-001_B2_2,train,984.50,1256.50,1509.33,2141.00,2436.50,1993.20,0.1730,-0.2603,0.0646
MH-001,Gondkhari,2024,141,49,21.143871,78.925936,0.33,MH-001_B3_2,train,706.50,911.75,1161.50,1655.75,2627.75,2180.00,0.1754,-0.2898,0.2269
MH-001,Gondkhari,2024,141,50,21.143871,78.926205,0.50,MH-001_B3_2,train,713.67,916.75,1170.25,1691.75,2675.75,2211.00,0.1822,-0.2971,0.2253
MH-001,Gondkhari,2024,141,51,21.143871,78.926475,0.50,MH-001_B3_2,train,679.50,870.50,1125.25,1715.00,2740.58,2223.25,0.2076,-0.3266,0.2302
MH-001,Gondkhari,2024,141,52,21.143871,78.926744,0.50,MH-001_B3_2,train,689.60,879.75,1131.50,1698.00,2802.25,2256.67,0.2002,-0.3174,0.2454
MH-001,Gondkhari,2024,141,53,21.143871,78.927014,0.33,MH-001_B3_2,train,692.50,882.00,1135.75,1685.00,2754.50,2225.00,0.1947,-0.3128,0.2409
MH-001,Gondkhari,2025,70,57,21.163006,78.928092,0.11,MH-001_B1_2,train,1558.67,1864.00,2167.50,2621.33,2844.00,2427.12,0.0948,-0.1688,0.0407
MH-001,Gondkhari,2025,72,52,21.162467,78.926744,0.44,MH-001_B1_2,train,761.25,950.25,1159.75,1605.67,2133.33,1656.25,0.1612,-0.2564,0.1411
MH-001,Gondkhari,2025,72,54,21.162467,78.927283,0.44,MH-001_B1_2,train,1307.00,1563.50,1883.00,2397.00,2770.50,2385.33,0.1201,-0.2105,0.0723
MH-001,Gondkhari,2025,72,55,21.162467,78.927553,0.33,MH-001_B1_2,train,1460.75,1767.75,2055.00,2544.33,2849.50,2439.67,0.1064,-0.1801,0.0566
MH-001,Gondkhari,2025,73,51,21.162197,78.926475,0.67,MH-001_B1_2,train,775.83,986.83,1206.67,1675.50,2091.25,1624.50,0.1627,-0.2587,0.1104
MH-001,Gondkhari,2025,73,52,21.162197,78.926744,0.78,MH-001_B1_2,train,843.75,1062.00,1311.50,1698.00,2081.33,1687.38,0.1284,-0.2304,0.1014
MH-001,Gondkhari,2025,73,53,21.162197,78.927014,0.78,MH-001_B1_2,train,1323.50,1601.00,1864.00,2263.75,2580.50,2235.00,0.0968,-0.1715,0.0654
MH-001,Gondkhari,2025,73,54,21.162197,78.927283,0.56,MH-001_B1_2,train,1245.50,1497.00,1791.67,2303.17,2672.25,2281.15,0.1249,-0.2121,0.0742
MH-001,Gondkhari,2025,74,48,21.161928,78.925666,0.44,MH-001_B2_2,train,954.67,1259.83,1466.40,2031.75,2348.82,1882.67,0.1616,-0.2345,0.0724
MH-001,Gondkhari,2025,74,49,21.161928,78.925936,0.67,MH-001_B2_2,train,750.00,982.00,1218.25,1718.75,2157.00,1732.50,0.1704,-0.2728,0.1131
MH-001,Gondkhari,2025,74,50,21.161928,78.926205,0.78,MH-001_B2_2,train,757.80,986.00,1243.50,1854.50,2141.33,1738.75,0.1972,-0.3058,0.0718
MH-001,Gondkhari,2025,74,51,21.161928,78.926475,0.89,MH-001_B2_2,train,1082.33,1326.00,1570.88,1939.00,2264.00,1938.00,0.1049,-0.1877,0.0773
MH-001,Gondkhari,2025,74,52,21.161928,78.926744,1.00,MH-001_B2_2,train,1269.50,1560.10,1807.67,2160.75,2532.00,2194.75,0.0890,-0.1614,0.0791
MH-001,Gondkhari,2025,74,53,21.161928,78.927014,0.78,MH-001_B2_2,train,1174.00,1455.50,1743.50,2274.00,2593.67,2176.25,0.1320,-0.2195,0.0657
MH-001,Gondkhari,2025,75,48,21.161658,78.925666,0.67,MH-001_B2_2,train,936.83,1197.40,1444.00,1794.50,2199.75,1853.60,0.1082,-0.1996,0.1015
MH-001,Gondkhari,2025,75,49,21.161658,78.925936,1.00,MH-001_B2_2,train,741.00,1020.50,1269.67,1672.00,2086.75,1732.25,0.1368,-0.2420,0.1103
MH-001,Gondkhari,2025,75,50,21.161658,78.926205,1.00,MH-001_B2_2,train,1046.50,1311.00,1566.00,1955.54,2302.00,1953.50,0.1106,-0.1973,0.0814
MH-001,Gondkhari,2025,75,51,21.161658,78.926475,1.00,MH-001_B2_2,train,1420.50,1688.00,1944.67,2246.67,2484.33,2205.50,0.0721,-0.1420,0.0502
MH-001,Gondkhari,2025,75,52,21.161658,78.926744,1.00,MH-001_B2_2,train,1185.50,1460.00,1794.43,2363.75,2680.33,2275.60,0.1369,-0.2364,0.0628
MH-001,Gondkhari,2025,75,53,21.161658,78.927014,0.67,MH-001_B2_2,train,971.75,1204.83,1480.00,1858.93,2222.00,1791.50,0.1135,-0.2135,0.0890
MH-001,Gondkhari,2025,76,48,21.161389,78.925666,0.67,MH-001_B2_2,train,803.50,1045.75,1307.67,1867.42,2252.50,1866.00,0.1763,-0.2821,0.0935
MH-001,Gondkhari,2025,76,49,21.161389,78.925936,1.00,MH-001_B2_2,train,1340.50,1614.00,1867.50,2211.50,2479.00,2179.50,0.0843,-0.1562,0.0570
MH-001,Gondkhari,2025,76,50,21.161389,78.926205,1.00,MH-001_B2_2,train,1152.00,1431.50,1729.60,2113.00,2339.50,2019.50,0.0998,-0.1923,0.0509
MH-001,Gondkhari,2025,76,51,21.161389,78.926475,1.00,MH-001_B2_2,train,921.62,1190.33,1475.25,1792.00,2163.60,1814.40,0.0969,-0.2017,0.0939
MH-001,Gondkhari,2025,76,52,21.161389,78.926744,0.89,MH-001_B2_2,train,971.50,1244.40,1538.80,1893.00,2244.33,1878.25,0.1032,-0.2067,0.0849
MH-001,Gondkhari,2025,76,53,21.161389,78.927014,0.56,MH-001_B2_2,train,888.50,1119.25,1379.25,1625.25,1949.25,1615.00,0.0819,-0.1844,0.0906
MH-001,Gondkhari,2025,77,29,21.161119,78.920546,1.00,MH-001_B2_1,train,657.00,903.67,1048.50,1274.50,1525.08,1271.00,0.0973,-0.1703,0.0895
MH-001,Gondkhari,2025,77,48,21.161119,78.925666,0.56,MH-001_B2_2,train,1236.50,1475.80,1737.80,2164.00,2461.33,2127.75,0.1092,-0.1891,0.0643
MH-001,Gondkhari,2025,77,49,21.161119,78.925936,0.67,MH-001_B2_2,train,1220.50,1543.25,1841.67,2194.75,2514.00,2180.50,0.0875,-0.1743,0.0678
MH-001,Gondkhari,2025,77,50,21.161119,78.926205,0.67,MH-001_B2_2,train,852.08,1095.25,1364.25,1706.50,2090.25,1720.83,0.1115,-0.2182,0.1011
MH-001,Gondkhari,2025,77,51,21.161119,78.926475,0.67,MH-001_B2_2,train,912.00,1191.75,1522.00,1772.00,2074.00,1748.67,0.0759,-0.1958,0.0785
MH-001,Gondkhari,2025,77,52,21.161119,78.926744,0.56,MH-001_B2_2,train,759.33,1015.12,1282.00,1602.00,2020.00,1695.85,0.1110,-0.2242,0.1154
MH-001,Gondkhari,2025,78,28,21.160850,78.920277,0.57,MH-001_B2_1,train,717.62,1018.33,1190.00,1684.00,1973.00,1521.50,0.1719,-0.2463,0.0790
MH-001,Gondkhari,2025,78,29,21.160850,78.920546,1.00,MH-001_B2_1,train,678.75,926.92,1095.50,1360.75,1553.00,1279.75,0.1080,-0.1896,0.0660
MH-001,Gondkhari,2025,78,30,21.160850,78.920816,1.00,MH-001_B2_1,train,799.00,1115.25,1329.33,1782.00,1852.00,1525.67,0.1455,-0.2301,0.0193
MH-001,Gondkhari,2025,78,47,21.160850,78.925397,0.33,MH-001_B2_2,train,1357.00,1686.83,1987.33,2344.75,2698.00,2312.50,0.0825,-0.1632,0.0701
MH-001,Gondkhari,2025,79,29,21.160580,78.920546,0.86,MH-001_B2_1,train,765.67,1046.50,1308.00,1727.33,2010.25,1572.92,0.1382,-0.2454,0.0757
MH-001,Gondkhari,2025,79,30,21.160580,78.920816,1.00,MH-001_B2_1,train,784.75,1112.75,1419.00,1772.50,2114.50,1833.67,0.1108,-0.2287,0.0880
MH-001,Gondkhari,2025,79,31,21.160580,78.921085,1.00,MH-001_B2_1,train,768.58,1104.00,1339.00,1646.50,1873.50,1574.00,0.1030,-0.1972,0.0645
MH-001,Gondkhari,2025,79,46,21.160580,78.925127,0.22,MH-001_B2_2,train,1369.25,1656.17,1921.00,2294.50,2598.00,2276.00,0.0886,-0.1616,0.0620
MH-001,Gondkhari,2025,80,30,21.160311,78.920816,0.62,MH-001_B2_1,train,943.00,1372.50,1779.00,2267.00,2577.50,2209.50,0.1206,-0.2458,0.0641
MH-001,Gondkhari,2025,80,31,21.160311,78.921085,0.57,MH-001_B2_1,train,808.75,1137.00,1392.00,1752.40,2102.50,1729.50,0.1146,-0.2130,0.0908
MH-001,Gondkhari,2025,137,47,21.144949,78.925397,0.11,MH-001_B3_2,train,930.25,1213.00,1676.00,2394.00,3358.25,2679.00,0.1764,-0.3274,0.1676
MH-001,Gondkhari,2025,140,50,21.144141,78.926205,0.44,MH-001_B3_2,train,715.50,936.00,1315.17,1997.33,3123.80,2409.17,0.2059,-0.3618,0.2200
MH-001,Gondkhari,2025,140,51,21.144141,78.926475,0.56,MH-001_B3_2,train,813.50,1064.50,1450.75,2195.75,3135.50,2446.00,0.2043,-0.3470,0.1763
MH-001,Gondkhari,2025,141,46,21.143871,78.925127,0.29,MH-001_B3_2,train,819.50,1089.50,1463.08,2184.00,3067.00,2452.00,0.1977,-0.3344,0.1682
MH-001,Gondkhari,2025,141,50,21.143871,78.926205,0.67,MH-001_B3_2,train,823.00,1113.67,1479.00,2111.92,3030.75,2411.00,0.1763,-0.3095,0.1787
MH-001,Gondkhari,2025,141,51,21.143871,78.926475,0.83,MH-001_B3_2,train,771.67,1025.00,1379.00,2059.17,3046.25,2428.00,0.1978,-0.3353,0.1933
MH-001,Gondkhari,2025,141,52,21.143871,78.926744,0.67,MH-001_B3_2,train,796.00,1065.50,1430.17,2116.50,3079.75,2443.60,0.1935,-0.3303,0.1854
MH-001,Gondkhari,2025,141,53,21.143871,78.927014,0.33,MH-001_B3_2,train,814.50,1070.25,1437.33,2120.10,2990.50,2373.33,0.1919,-0.3291,0.1703
MH-001,Gondkhari,2025,142,45,21.143602,78.924858,0.40,MH-001_B3_2,train,834.20,1107.38,1475.50,2095.50,2811.00,2308.50,0.1736,-0.3085,0.1458
MH-001,Gondkhari,2025,160,84,21.138751,78.935368,0.33,MH-001_B4_4,test,837.75,1114.42,1498.50,1831.00,2153.50,1780.56,0.0999,-0.2433,0.0809
MH-001,Gondkhari,2025,160,86,21.138751,78.935907,0.56,MH-001_B4_4,test,953.50,1241.25,1568.50,1769.80,1998.00,1630.00,0.0603,-0.1755,0.0606
MH-001,Gondkhari,2025,160,87,21.138751,78.936177,0.67,MH-001_B4_4,test,956.00,1213.67,1515.08,1691.42,1923.25,1578.50,0.0550,-0.1645,0.0641
MH-001,Gondkhari,2025,160,88,21.138751,78.936446,0.44,MH-001_B4_4,test,967.00,1245.75,1568.67,1808.25,2012.50,1694.00,0.0709,-0.1842,0.0535
MH-001,Gondkhari,2025,161,84,21.138482,78.935368,0.44,MH-001_B4_4,test,847.50,1121.60,1504.80,1860.50,2147.50,1757.33,0.1057,-0.2478,0.0716
MH-001,Gondkhari,2025,161,85,21.138482,78.935638,0.78,MH-001_B4_4,test,930.67,1185.50,1481.00,1677.67,1891.50,1550.50,0.0623,-0.1719,0.0599
MH-001,Gondkhari,2025,161,86,21.138482,78.935907,0.89,MH-001_B4_4,test,948.00,1220.00,1534.00,1747.75,1941.25,1602.00,0.0651,-0.1778,0.0525
MH-001,Gondkhari,2025,161,87,21.138482,78.936177,0.89,MH-001_B4_4,test,976.00,1281.50,1630.50,1799.00,2034.50,1716.25,0.0491,-0.1680,0.0614
MH-001,Gondkhari,2025,161,88,21.138482,78.936446,0.56,MH-001_B4_4,test,896.00,1155.33,1457.00,1653.67,1923.00,1620.50,0.0632,-0.1774,0.0753
MH-001,Gondkhari,2025,162,85,21.138212,78.935638,0.56,MH-001_B4_4,test,829.80,1113.75,1489.00,1777.80,2061.50,1703.00,0.0884,-0.2297,0.0739
MH-001,Gondkhari,2025,162,86,21.138212,78.935907,0.67,MH-001_B4_4,test,894.50,1195.25,1545.33,1773.50,2031.25,1665.50,0.0687,-0.1948,0.0677
MH-001,Gondkhari,2025,162,87,21.138212,78.936177,0.56,MH-001_B4_4,test,827.25,1092.00,1419.50,1707.00,2099.00,1694.00,0.0920,-0.2197,0.1030
MH-002,Gadchiroli,2023,57,105,19.609908,80.361264,0.40,MH-002_B1_2,train,357.00,405.00,578.00,789.00,1424.00,1188.00,0.1544,-0.3216,0.2869
MH-002,Gadchiroli,2023,58,104,19.609639,80.360995,0.33,MH-002_B1_2,train,419.00,487.00,812.00,1014.00,1902.00,1709.00,0.1106,-0.3511,0.3045
MH-002,Gadchiroli,2024,84,110,19.602632,80.362612,0.25,MH-002_B2_2,train,1229.50,1570.00,1980.50,2720.50,3857.00,3113.00,0.1574,-0.2682,0.1728
MH-002,Gadchiroli,2025,81,83,19.603440,80.355335,0.29,MH-002_B2_2,train,892.50,1172.50,1607.00,2140.50,3276.50,2628.00,0.1424,-0.2922,0.2097
MH-002,Gadchiroli,2025,81,84,19.603440,80.355605,0.29,MH-002_B2_2,train,844.50,1102.50,1422.00,1901.50,2919.50,2376.50,0.1443,-0.2660,0.2112
MH-003,Bhivpuri PSP,2021,146,230,18.910300,73.504513,0.50,MH-003_B4_4,test,677.50,911.00,1302.50,2254.50,3842.50,2846.50,0.2676,-0.4244,0.2605
MH-003,Bhivpuri PSP,2021,146,231,18.910300,73.504783,0.67,MH-003_B4_4,test,687.00,923.50,1314.50,2294.00,3762.00,2788.00,0.2714,-0.4260,0.2424
MH-003,Bhivpuri PSP,2021,147,227,18.910031,73.503705,0.33,MH-003_B4_4,test,823.50,1106.00,1521.50,2316.00,3493.00,2768.50,0.2070,-0.3536,0.2026
MH-003,Bhivpuri PSP,2021,147,228,18.910031,73.503974,0.56,MH-003_B4_4,test,733.50,1027.00,1413.50,2129.00,3287.00,2562.00,0.2020,-0.3492,0.2138
MH-003,Bhivpuri PSP,2021,147,229,18.910031,73.504244,0.71,MH-003_B4_4,test,731.00,1020.00,1367.00,2158.00,3286.50,2585.50,0.2244,-0.3581,0.2073
MH-003,Bhivpuri PSP,2021,148,228,18.909761,73.503974,0.67,MH-003_B4_4,test,829.00,1156.00,1551.00,2330.50,3106.50,2449.00,0.2008,-0.3369,0.1427
MH-003,Bhivpuri PSP,2021,148,229,18.909761,73.504244,0.83,MH-003_B4_4,test,737.50,1026.50,1407.50,2228.00,3324.00,2611.00,0.2257,-0.3692,0.1974
MH-003,Bhivpuri PSP,2021,149,229,18.909492,73.504244,0.60,MH-003_B4_4,test,687.00,897.50,1297.00,2200.00,3778.50,2885.50,0.2582,-0.4205,0.2640
MH-003,Bhivpuri PSP,2022,146,231,18.910300,73.504783,0.33,MH-003_B4_4,test,721.50,927.50,1271.50,2410.50,3487.50,2752.50,0.3093,-0.4443,0.1826
MH-003,Bhivpuri PSP,2023,144,226,18.910839,73.503435,0.56,MH-003_B4_4,test,726.50,1031.50,1534.50,2347.50,3881.50,2897.00,0.2094,-0.3895,0.2463
MH-003,Bhivpuri PSP,2023,144,227,18.910839,73.503705,0.56,MH-003_B4_4,test,649.50,897.00,1389.50,2363.00,3729.50,2729.50,0.2594,-0.4497,0.2243
MH-003,Bhivpuri PSP,2023,145,225,18.910570,73.503166,0.44,MH-003_B4_4,test,679.00,938.00,1469.00,2355.00,3810.00,2820.00,0.2317,-0.4303,0.2360
MH-003,Bhivpuri PSP,2023,145,226,18.910570,73.503435,0.78,MH-003_B4_4,test,683.50,963.50,1449.00,2371.00,3829.50,2863.00,0.2414,-0.4221,0.2352
MH-003,Bhivpuri PSP,2023,145,227,18.910570,73.503705,0.78,MH-003_B4_4,test,646.00,900.50,1407.50,2342.00,3814.50,2806.00,0.2492,-0.4446,0.2392
MH-003,Bhivpuri PSP,2023,145,228,18.910570,73.503974,0.78,MH-003_B4_4,test,743.50,1031.50,1528.50,2447.50,3643.00,2758.00,0.2311,-0.4070,0.1963
MH-003,Bhivpuri PSP,2023,145,229,18.910570,73.504244,0.67,MH-003_B4_4,test,702.00,980.50,1467.50,2369.50,3609.50,2728.00,0.2351,-0.4146,0.2074
MH-003,Bhivpuri PSP,2023,145,230,18.910570,73.504513,0.71,MH-003_B4_4,test,636.00,863.50,1358.00,2151.50,3700.00,2770.50,0.2261,-0.4272,0.2646
MH-003,Bhivpuri PSP,2023,146,225,18.910300,73.503166,0.56,MH-003_B4_4,test,714.00,968.50,1450.50,2271.50,3576.50,2705.00,0.2206,-0.4022,0.2232
MH-003,Bhivpuri PSP,2023,146,227,18.910300,73.503705,0.56,MH-003_B4_4,test,680.00,921.00,1396.00,2355.00,3674.00,2738.00,0.2557,-0.4377,0.2188
MH-003,Bhivpuri PSP,2023,146,228,18.910300,73.503974,0.78,MH-003_B4_4,test,751.50,1062.00,1547.00,2479.50,3534.50,2737.00,0.2316,-0.4003,0.1754
MH-003,Bhivpuri PSP,2023,146,229,18.910300,73.504244,0.88,MH-003_B4_4,test,726.00,1031.00,1486.00,2431.00,3545.50,2724.50,0.2413,-0.4044,0.1865
MH-003,Bhivpuri PSP,2023,146,230,18.910300,73.504513,1.00,MH-003_B4_4,test,671.00,899.50,1406.00,2224.00,3746.00,2810.50,0.2253,-0.4240,0.2549
MH-003,Bhivpuri PSP,2023,146,231,18.910300,73.504783,1.00,MH-003_B4_4,test,673.50,897.50,1372.00,2317.50,3634.00,2779.50,0.2563,-0.4417,0.2212
MH-003,Bhivpuri PSP,2023,147,224,18.910031,73.502896,0.38,MH-003_B4_4,test,755.00,1050.50,1477.50,2340.50,3226.50,2506.50,0.2260,-0.3804,0.1592
