project_id,split_pair,overlapping_footprint_count,status
MH-001,cnn_train_vs_cnn_val,0,PASS_ZERO_OVERLAP
MH-001,cnn_train_vs_cnn_test,0,PASS_ZERO_OVERLAP
MH-001,cnn_val_vs_cnn_test,0,PASS_ZERO_OVERLAP
MH-002,cnn_train_vs_cnn_val,0,PASS_ZERO_OVERLAP
MH-002,cnn_train_vs_cnn_test,0,PASS_ZERO_OVERLAP
MH-002,cnn_val_vs_cnn_test,0,PASS_ZERO_OVERLAP
MH-003,cnn_train_vs_cnn_val,0,PASS_ZERO_OVERLAP
MH-003,cnn_train_vs_cnn_test,0,PASS_ZERO_OVERLAP
MH-003,cnn_val_vs_cnn_test,0,PASS_ZERO_OVERLAP
