split,threshold,reconstructed_tn,reconstructed_fp,reconstructed_fn,reconstructed_tp,saved_tn,saved_fp,saved_fn,saved_tp,match_status
test,0.1,2269,4585,301,966,2269,4585,301,966,EXACT_MATCH
