hotspot_id,project_id,centroid_lat,centroid_lon,patch_count,mean_cnn_score,max_cnn_score,cnn_score_percentile,ndvi_change,ndvi_evidence,dynamic_world_evidence,temporal_evidence,spatial_evidence,feature10_evidence_class,priority_level,priority_score,evidence_summary,recommended_action
MH-001-HS-0041,MH-001,21.152226,78.921759,2,0.1892,0.212,70.86,0.0379,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,8.2,CNN max 0.21 (70.9th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0062,MH-001,21.13956,78.937255,1,0.2959,0.2959,88.06,0.0036,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.9,CNN max 0.30 (88.1th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0024,MH-001,21.163006,78.915965,1,0.295,0.295,87.97,0.019,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.9,CNN max 0.29 (88.0th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0016,MH-001,21.165026,78.926475,2,0.1554,0.191,60.17,0.0235,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.8,CNN max 0.19 (60.2th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0028,MH-001,21.162062,78.923914,2,0.1682,0.1882,58.67,0.1218,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.8,CNN max 0.19 (58.7th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0052,MH-003,18.913399,73.497237,2,0.1721,0.1865,57.67,0.0129,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.7,CNN max 0.19 (57.7th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0009,MH-001,21.175402,78.91556,2,0.1549,0.1663,43.94,0.075,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.3,CNN max 0.17 (43.9th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0004,MH-003,18.946008,73.463011,2,0.1464,0.1529,33.99,0.0503,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.1,CNN max 0.15 (34.0th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0050,MH-003,18.914343,73.497372,2,0.1378,0.1496,31.4,0.0776,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,7.0,CNN max 0.15 (31.4th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0033,MH-001,21.153304,78.930248,1,0.2461,0.2461,80.88,0.0652,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.9,CNN max 0.25 (80.9th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0047,MH-001,21.146566,78.932943,1,0.2432,0.2432,80.28,0.1239,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.9,CNN max 0.24 (80.3th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0048,MH-001,21.146566,78.933482,1,0.2425,0.2425,80.12,0.0446,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.8,CNN max 0.24 (80.1th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0022,MH-001,21.163275,78.924588,1,0.2389,0.2389,79.25,0.0001,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.8,CNN max 0.24 (79.3th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0027,MH-003,18.940618,73.46382,2,0.1257,0.1394,24.12,0.0515,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.8,CNN max 0.14 (24.1th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0006,MH-003,18.9452,73.462742,2,0.1276,0.1384,23.34,0.0593,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.8,CNN max 0.14 (23.3th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0049,MH-001,21.146297,78.932404,1,0.2353,0.2353,78.36,0.0313,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.7,CNN max 0.24 (78.4th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0006,MH-001,21.177289,78.916773,1,0.2246,0.2246,75.5,0.0401,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.5,CNN max 0.22 (75.5th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0011,MH-003,18.943583,73.46355,2,0.123,0.1265,16.96,0.0381,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.5,CNN max 0.13 (17.0th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0019,MH-001,21.164353,78.932134,1,0.2206,0.2206,73.98,0.0068,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.4,CNN max 0.22 (74.0th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0051,MH-003,18.914208,73.499662,2,0.1168,0.1189,13.43,0.0871,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.4,CNN max 0.12 (13.4th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0033,MH-003,18.939675,73.465571,2,0.1072,0.1111,10.77,0.0334,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.2,CNN max 0.11 (10.8th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0037,MH-003,18.939271,73.466784,2,0.1057,0.1103,10.44,0.0117,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.2,CNN max 0.11 (10.4th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0039,MH-003,18.939001,73.464089,2,0.1091,0.1095,10.17,0.0512,0,0,Assessed via F10 NDVI change,2,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.2,CNN max 0.11 (10.2th pct) over 2 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0069,MH-001,21.136595,78.931326,1,0.2019,0.2019,66.22,0.0541,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,6.0,CNN max 0.20 (66.2th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0008,MH-001,21.176211,78.922433,1,0.1935,0.1935,61.56,0.1437,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,5.9,CNN max 0.19 (61.6th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-002-HS-0018,MH-002,19.592661,80.338357,1,0.1931,0.1931,61.36,0.0238,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,5.9,CNN max 0.19 (61.4th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0001,MH-001,21.179984,78.916234,1,0.193,0.193,61.29,0.0546,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,5.9,CNN max 0.19 (61.3th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0045,MH-001,21.147375,78.926205,1,0.1751,0.1751,50.32,0.0872,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,5.5,CNN max 0.18 (50.3th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-002-HS-0014,MH-002,19.601554,80.346981,1,0.1616,0.1616,40.55,0.0098,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,5.2,CNN max 0.16 (40.6th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0060,MH-001,21.140907,78.933482,1,0.1564,0.1564,36.59,0.0077,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,5.1,CNN max 0.16 (36.6th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0010,MH-001,21.175402,78.922163,1,0.1448,0.1448,28.01,0.0366,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.9,CNN max 0.14 (28.0th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0054,MH-003,18.912726,73.50074,1,0.1447,0.1447,27.88,0.0493,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.9,CNN max 0.14 (27.9th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0030,MH-003,18.940214,73.466515,1,0.1409,0.1409,25.1,0.0282,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.8,CNN max 0.14 (25.1th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0037,MH-001,21.153034,78.921355,1,0.1392,0.1392,23.94,0.0078,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.8,CNN max 0.14 (23.9th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0008,MH-003,18.944796,73.444416,1,0.1327,0.1327,20.33,0.0854,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.7,CNN max 0.13 (20.3th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0018,MH-001,21.164892,78.931595,1,0.1197,0.1197,13.72,0.0376,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.4,CNN max 0.12 (13.7th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-001-HS-0042,MH-001,21.151687,78.921894,1,0.1135,0.1135,11.6,0.0637,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.3,CNN max 0.11 (11.6th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0000,MH-003,18.947491,73.46355,1,0.1108,0.1108,10.67,0.0765,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.2,CNN max 0.11 (10.7th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
MH-003-HS-0036,MH-003,18.939406,73.457352,1,0.1033,0.1033,7.97,0.0163,0,0,Assessed via F10 NDVI change,1,NO_INDEPENDENT_SUPPORT,UNSUPPORTED / MONITOR,4.1,CNN max 0.10 (8.0th pct) over 1 patches. No suspicious DW transition. No NDVI decline.,No independent evidence; do not escalate without additional evidence
