epoch,train_loss,val_loss,val_pr_auc
1,1.0137653561059725,0.9831976525245174,0.23112938983396697
2,0.9073587410171166,1.0097370580319436,0.24002862897086974
3,0.8601899783589506,1.0606267259966942,0.21500957546265043
4,0.812094048786588,1.12055070650193,0.1356981159437996
5,0.7942907482923433,1.1596215674954076,0.12813014479179582
6,0.7502101137064255,1.3869720485902601,0.1399848582168562
7,0.7094188173872709,1.7570860765634044,0.1621914359440944
8,0.6898646391133724,1.5899102207153075,0.14007657905971524
