cluster_id,project_id,project_name,pixel_count,area_ha,centroid_latitude,centroid_longitude,first_anomaly_year,last_anomaly_year,persistence_count,candidate_level
MH-002_C207,MH-002,Gadchiroli,3,0.27,2166111.200479,432292.656972,2022,2023,1,single_year_candidate
MH-002_C208,MH-002,Gadchiroli,4,0.36,2166011.200479,431415.156972,2022,2023,1,single_year_candidate
MH-002_C209,MH-002,Gadchiroli,1,0.09,2166011.200479,430942.656972,2022,2023,1,single_year_candidate
MH-002_C210,MH-002,Gadchiroli,7,0.63,2165989.771907,432245.514115,2022,2023,1,single_year_candidate
MH-002_C211,MH-002,Gadchiroli,2,0.18,2165966.200479,431632.656972,2022,2023,1,single_year_candidate
MH-002_C212,MH-002,Gadchiroli,2,0.18,2165921.200479,430957.656972,2021,2023,2,persistent_multi_year
MH-002_C213,MH-002,Gadchiroli,1,0.09,2165921.200479,431092.656972,2022,2023,1,single_year_candidate
MH-002_C214,MH-002,Gadchiroli,1,0.09,2165921.200479,431362.656972,2022,2023,1,single_year_candidate
MH-002_C215,MH-002,Gadchiroli,1,0.09,2165891.200479,431032.656972,2022,2023,1,single_year_candidate
MH-002_C216,MH-002,Gadchiroli,2,0.18,2165861.200479,431407.656972,2021,2022,1,single_year_candidate
MH-002_C217,MH-002,Gadchiroli,1,0.09,2165831.200479,431302.656972,2022,2023,1,single_year_candidate
MH-002_C218,MH-002,Gadchiroli,1,0.09,2165801.200479,431242.656972,2022,2023,1,single_year_candidate
MH-002_C219,MH-002,Gadchiroli,1,0.09,2165741.200479,431272.656972,2022,2023,1,single_year_candidate
MH-002_C220,MH-002,Gadchiroli,4,0.36,2165681.200479,431160.156972,2021,2023,1,single_year_candidate
MH-003_C001,MH-003,Bhivpuri PSP,221,19.89,2095145.214832,336515.479942,2024,2025,1,single_year_candidate
MH-003_C002,MH-003,Bhivpuri PSP,3,0.27,2095339.920714,336341.543291,2024,2025,1,single_year_candidate
MH-003_C003,MH-003,Bhivpuri PSP,13,1.17,2095209.151484,336892.312522,2024,2025,1,single_year_candidate
MH-003_C004,MH-003,Bhivpuri PSP,5,0.45,2094743.920714,336757.543291,2024,2025,1,single_year_candidate
MH-003_C005,MH-003,Bhivpuri PSP,1,0.09,2094749.920714,336901.543291,2024,2025,1,single_year_candidate
