experiment,held_out_project,temporal_sample_id,target,cnn_score,error_type
A,MH-001,MH-001_21.154651_78.938063,0,0.19701701402664185,TN
A,MH-001,MH-001_21.154382_78.938063,0,0.44298529624938965,TN
A,MH-001,MH-001_21.154112_78.938063,0,0.5003681182861328,FP
A,MH-001,MH-001_21.153573_78.937794,0,0.23913955688476562,TN
A,MH-001,MH-001_21.153573_78.938063,0,0.18142536282539368,TN
A,MH-001,MH-001_21.153573_78.938333,0,0.16916432976722717,TN
A,MH-001,MH-001_21.153304_78.925127,0,0.03670291602611542,TN
A,MH-001,MH-001_21.153304_78.925397,0,0.056526921689510345,TN
A,MH-001,MH-001_21.153304_78.926205,0,0.41950228810310364,TN
A,MH-001,MH-001_21.153304_78.926475,1,0.43785399198532104,FN
A,MH-001,MH-001_21.153304_78.930248,0,0.03457414358854294,TN
A,MH-001,MH-001_21.153304_78.931326,0,0.019755501300096512,TN
A,MH-001,MH-001_21.153304_78.931595,0,0.013549836352467537,TN
A,MH-001,MH-001_21.153304_78.932673,0,0.015408230945467949,TN
A,MH-001,MH-001_21.153304_78.932943,0,0.018952596932649612,TN
A,MH-001,MH-001_21.153304_78.933212,0,0.03022690676152706,TN
A,MH-001,MH-001_21.153304_78.937524,0,0.14203909039497375,TN
A,MH-001,MH-001_21.153304_78.937794,0,0.10377349704504013,TN
A,MH-001,MH-001_21.153304_78.938063,0,0.10882821679115295,TN
A,MH-001,MH-001_21.153304_78.938333,0,0.10966742783784866,TN
A,MH-001,MH-001_21.153034_78.919738,0,0.061373259872198105,TN
A,MH-001,MH-001_21.153034_78.920007,0,0.0601494237780571,TN
A,MH-001,MH-001_21.153034_78.920277,0,0.07669943571090698,TN
A,MH-001,MH-001_21.153034_78.920546,0,0.08177251368761063,TN
A,MH-001,MH-001_21.153034_78.920816,0,0.06730945408344269,TN
A,MH-001,MH-001_21.153034_78.921355,0,0.058988869190216064,TN
A,MH-001,MH-001_21.153034_78.922702,0,0.027153953909873962,TN
A,MH-001,MH-001_21.153034_78.922972,0,0.027873260900378227,TN
A,MH-001,MH-001_21.153034_78.923241,0,0.02981458231806755,TN
A,MH-001,MH-001_21.153034_78.92351,0,0.034120235592126846,TN
A,MH-001,MH-001_21.153034_78.925397,0,0.0725506991147995,TN
A,MH-001,MH-001_21.153034_78.925666,0,0.1673794537782669,TN
A,MH-001,MH-001_21.153034_78.925936,0,0.30443841218948364,TN
A,MH-001,MH-001_21.153034_78.926205,1,0.49978360533714294,FN
A,MH-001,MH-001_21.153034_78.926475,1,0.4981498420238495,FN
A,MH-001,MH-001_21.153034_78.930248,0,0.026426121592521667,TN
A,MH-001,MH-001_21.153034_78.931595,0,0.017350101843476295,TN
A,MH-001,MH-001_21.153034_78.931865,0,0.017557289451360703,TN
A,MH-001,MH-001_21.153034_78.932943,0,0.017188047990202904,TN
A,MH-001,MH-001_21.153034_78.937255,0,0.07661085575819016,TN
A,MH-001,MH-001_21.153034_78.937524,0,0.07162079215049744,TN
A,MH-001,MH-001_21.153034_78.937794,0,0.05188422650098801,TN
A,MH-001,MH-001_21.153034_78.938063,0,0.05317177623510361,TN
A,MH-001,MH-001_21.153034_78.938333,0,0.06294175237417221,TN
A,MH-001,MH-001_21.152765_78.920007,0,0.052939821034669876,TN
A,MH-001,MH-001_21.152765_78.920277,0,0.043282654136419296,TN
A,MH-001,MH-001_21.152765_78.920546,0,0.03801368176937103,TN
A,MH-001,MH-001_21.152765_78.920816,0,0.038376327604055405,TN
A,MH-001,MH-001_21.152765_78.924319,0,0.06076866760849953,TN
A,MH-001,MH-001_21.152765_78.925127,0,0.03709019720554352,TN
A,MH-001,MH-001_21.152765_78.925397,0,0.04726061969995499,TN
A,MH-001,MH-001_21.152765_78.925666,0,0.0991317629814148,TN
A,MH-001,MH-001_21.152765_78.925936,0,0.2008383423089981,TN
A,MH-001,MH-001_21.152765_78.926205,0,0.41738227009773254,TN
A,MH-001,MH-001_21.152765_78.926475,1,0.39385583996772766,FN
A,MH-001,MH-001_21.152765_78.930248,0,0.0307723730802536,TN
A,MH-001,MH-001_21.152765_78.930517,0,0.02376273274421692,TN
A,MH-001,MH-001_21.152765_78.930787,0,0.029156215488910675,TN
A,MH-001,MH-001_21.152765_78.932673,0,0.03001299500465393,TN
A,MH-001,MH-001_21.152765_78.933212,1,0.03840213641524315,FN
A,MH-001,MH-001_21.152765_78.937255,0,0.06536025553941727,TN
A,MH-001,MH-001_21.152765_78.937524,0,0.053214192390441895,TN
A,MH-001,MH-001_21.152765_78.937794,0,0.036782536655664444,TN
A,MH-001,MH-001_21.152765_78.938063,0,0.04163820669054985,TN
A,MH-001,MH-001_21.152765_78.938333,0,0.032927315682172775,TN
A,MH-001,MH-001_21.152495_78.919738,0,0.12144836783409119,TN
A,MH-001,MH-001_21.152495_78.920007,0,0.07101832330226898,TN
A,MH-001,MH-001_21.152495_78.920277,0,0.06111492961645126,TN
A,MH-001,MH-001_21.152495_78.920546,0,0.03633657842874527,TN
A,MH-001,MH-001_21.152495_78.920816,0,0.03778356313705444,TN
A,MH-001,MH-001_21.152495_78.92351,0,0.03297879919409752,TN
A,MH-001,MH-001_21.152495_78.92378,0,0.051808759570121765,TN
A,MH-001,MH-001_21.152495_78.924049,0,0.08292562514543533,TN
A,MH-001,MH-001_21.152495_78.924319,0,0.07928652316331863,TN
A,MH-001,MH-001_21.152495_78.925127,0,0.0345800407230854,TN
A,MH-001,MH-001_21.152495_78.925397,0,0.04015543311834335,TN
A,MH-001,MH-001_21.152495_78.925666,0,0.10655540227890015,TN
A,MH-001,MH-001_21.152495_78.925936,0,0.229375422000885,TN
A,MH-001,MH-001_21.152495_78.926205,0,0.34023424983024597,TN
A,MH-001,MH-001_21.152495_78.930248,0,0.02348208986222744,TN
A,MH-001,MH-001_21.152495_78.930517,0,0.02759566530585289,TN
A,MH-001,MH-001_21.152495_78.930787,0,0.040426965802907944,TN
A,MH-001,MH-001_21.152495_78.932404,0,0.04178907722234726,TN
A,MH-001,MH-001_21.152495_78.932673,0,0.03841877728700638,TN
A,MH-001,MH-001_21.152495_78.932943,0,0.036355242133140564,TN
A,MH-001,MH-001_21.152495_78.933212,1,0.03590105473995209,FN
A,MH-001,MH-001_21.152495_78.937255,0,0.046869002282619476,TN
A,MH-001,MH-001_21.152495_78.937524,0,0.03979020565748215,TN
A,MH-001,MH-001_21.152495_78.937794,0,0.028181130066514015,TN
A,MH-001,MH-001_21.152495_78.938063,0,0.023912575095891953,TN
A,MH-001,MH-001_21.152495_78.938333,0,0.02127806469798088,TN
A,MH-001,MH-001_21.152495_78.938602,0,0.029357850551605225,TN
A,MH-001,MH-001_21.152226_78.919738,0,0.06204594671726227,TN
A,MH-001,MH-001_21.152226_78.920007,0,0.04469621926546097,TN
A,MH-001,MH-001_21.152226_78.920277,0,0.031179964542388916,TN
A,MH-001,MH-001_21.152226_78.920546,0,0.029969006776809692,TN
A,MH-001,MH-001_21.152226_78.920816,0,0.04473469778895378,TN
A,MH-001,MH-001_21.152226_78.921624,0,0.07827223092317581,TN
A,MH-001,MH-001_21.152226_78.921894,0,0.06050499528646469,TN
A,MH-001,MH-001_21.152226_78.923241,0,0.040533874183893204,TN
A,MH-001,MH-001_21.152226_78.92378,0,0.0695265606045723,TN
A,MH-001,MH-001_21.152226_78.924049,0,0.07079268991947174,TN
A,MH-001,MH-001_21.152226_78.924588,0,0.051016371697187424,TN
A,MH-001,MH-001_21.152226_78.925397,0,0.03822121396660805,TN
A,MH-001,MH-001_21.152226_78.925666,0,0.10503876954317093,TN
A,MH-001,MH-001_21.152226_78.930248,0,0.04097490385174751,TN
A,MH-001,MH-001_21.152226_78.930517,0,0.0405382439494133,TN
A,MH-001,MH-001_21.152226_78.930787,0,0.04760569706559181,TN
A,MH-001,MH-001_21.152226_78.931056,0,0.03355494141578674,TN
A,MH-001,MH-001_21.152226_78.932404,0,0.03777697682380676,TN
A,MH-001,MH-001_21.152226_78.932673,0,0.03195478394627571,TN
A,MH-001,MH-001_21.152226_78.932943,0,0.03899827599525452,TN
A,MH-001,MH-001_21.152226_78.933212,0,0.034937016665935516,TN
A,MH-001,MH-001_21.152226_78.933482,0,0.03235843777656555,TN
A,MH-001,MH-001_21.152226_78.937794,0,0.02136976458132267,TN
A,MH-001,MH-001_21.152226_78.938063,0,0.01640751026570797,TN
A,MH-001,MH-001_21.152226_78.938333,0,0.011683568358421326,TN
A,MH-001,MH-001_21.152226_78.938602,0,0.013318403623998165,TN
A,MH-001,MH-001_21.151956_78.91866,0,0.15188001096248627,TN
A,MH-001,MH-001_21.151956_78.918929,0,0.10415039956569672,TN
A,MH-001,MH-001_21.151956_78.919199,0,0.060844600200653076,TN
A,MH-001,MH-001_21.151956_78.919468,0,0.04602519050240517,TN
A,MH-001,MH-001_21.151956_78.919738,0,0.06140529736876488,TN
A,MH-001,MH-001_21.151956_78.920007,0,0.05684935301542282,TN
A,MH-001,MH-001_21.151956_78.920277,0,0.05760393291711807,TN
A,MH-001,MH-001_21.151956_78.920546,0,0.05668695271015167,TN
A,MH-001,MH-001_21.151956_78.920816,0,0.08592508733272552,TN
A,MH-001,MH-001_21.151956_78.921085,0,0.1299407035112381,TN
A,MH-001,MH-001_21.151956_78.921624,0,0.11459258198738098,TN
A,MH-001,MH-001_21.151956_78.921894,0,0.083812415599823,TN
A,MH-001,MH-001_21.151956_78.923241,0,0.039628900587558746,TN
A,MH-001,MH-001_21.151956_78.92351,0,0.06406675279140472,TN
A,MH-001,MH-001_21.151956_78.924049,0,0.09005176275968552,TN
A,MH-001,MH-001_21.151956_78.924319,0,0.10496676713228226,TN
A,MH-001,MH-001_21.151956_78.930248,0,0.06980349123477936,TN
A,MH-001,MH-001_21.151956_78.930517,0,0.07305285334587097,TN
A,MH-001,MH-001_21.151956_78.930787,0,0.07323841750621796,TN
A,MH-001,MH-001_21.151956_78.931056,0,0.04998009651899338,TN
A,MH-001,MH-001_21.151956_78.932673,0,0.018611913546919823,TN
A,MH-001,MH-001_21.151956_78.938063,0,0.017940206453204155,TN
A,MH-001,MH-001_21.151956_78.938333,0,0.011353912763297558,TN
A,MH-001,MH-001_21.151956_78.938602,0,0.011120487004518509,TN
A,MH-001,MH-001_21.151687_78.91866,0,0.058617718517780304,TN
A,MH-001,MH-001_21.151687_78.918929,0,0.04473616182804108,TN
A,MH-001,MH-001_21.151687_78.919468,0,0.06086716800928116,TN
A,MH-001,MH-001_21.151687_78.919738,0,0.07745974510908127,TN
A,MH-001,MH-001_21.151687_78.920007,0,0.08329319953918457,TN
A,MH-001,MH-001_21.151687_78.920277,0,0.12461212277412415,TN
A,MH-001,MH-001_21.151687_78.920546,0,0.17239700257778168,TN
A,MH-001,MH-001_21.151687_78.920816,0,0.3129151165485382,TN
A,MH-001,MH-001_21.151687_78.921085,0,0.3939725160598755,TN
A,MH-001,MH-001_21.151687_78.921355,0,0.25919800996780396,TN
A,MH-001,MH-001_21.151687_78.921894,0,0.21449902653694153,TN
A,MH-001,MH-001_21.151687_78.922972,0,0.10735581070184708,TN
A,MH-001,MH-001_21.151687_78.92378,0,0.0966411679983139,TN
A,MH-001,MH-001_21.151687_78.924049,0,0.11472413688898087,TN
A,MH-001,MH-001_21.151687_78.924319,1,0.10048988461494446,FN
A,MH-001,MH-001_21.151687_78.930248,0,0.1835133135318756,TN
A,MH-001,MH-001_21.151687_78.930517,0,0.16992217302322388,TN
A,MH-001,MH-001_21.151687_78.930787,0,0.16353611648082733,TN
A,MH-001,MH-001_21.151687_78.931056,0,0.089205302298069,TN
A,MH-001,MH-001_21.151687_78.932673,0,0.012357580475509167,TN
A,MH-001,MH-001_21.151687_78.932943,0,0.01515735499560833,TN
A,MH-001,MH-001_21.151687_78.938333,0,0.017298538237810135,TN
A,MH-001,MH-001_21.151687_78.938602,0,0.010827010497450829,TN
A,MH-001,MH-001_21.151417_78.917582,0,0.026937253773212433,TN
A,MH-001,MH-001_21.151417_78.917851,0,0.03204812481999397,TN
A,MH-001,MH-001_21.151417_78.918929,0,0.043257877230644226,TN
A,MH-001,MH-001_21.151417_78.919468,0,0.05509001761674881,TN
A,MH-001,MH-001_21.151417_78.919738,0,0.10731396079063416,TN
A,MH-001,MH-001_21.151417_78.920007,0,0.1570567786693573,TN
A,MH-001,MH-001_21.151417_78.920277,0,0.24630579352378845,TN
A,MH-001,MH-001_21.151417_78.920546,0,0.31251153349876404,TN
A,MH-001,MH-001_21.151417_78.920816,0,0.3885582685470581,TN
A,MH-001,MH-001_21.151417_78.921085,0,0.49467360973358154,TN
A,MH-001,MH-001_21.151417_78.921355,0,0.3824009597301483,TN
A,MH-001,MH-001_21.151417_78.925936,0,0.12858788669109344,TN
A,MH-001,MH-001_21.151417_78.926205,0,0.1839265674352646,TN
A,MH-001,MH-001_21.151417_78.926475,0,0.14632825553417206,TN
A,MH-001,MH-001_21.151417_78.930248,0,0.2567581832408905,TN
A,MH-001,MH-001_21.151417_78.930517,0,0.19882316887378693,TN
A,MH-001,MH-001_21.151417_78.930787,0,0.19021345674991608,TN
A,MH-001,MH-001_21.151417_78.931056,0,0.09298861026763916,TN
A,MH-001,MH-001_21.151417_78.931326,0,0.07160279899835587,TN
A,MH-001,MH-001_21.151417_78.932943,0,0.019729463383555412,TN
A,MH-001,MH-001_21.151417_78.933212,0,0.034878719598054886,TN
A,MH-001,MH-001_21.151417_78.937255,0,0.22700536251068115,TN
A,MH-001,MH-001_21.151417_78.937524,0,0.1425287425518036,TN
A,MH-001,MH-001_21.151417_78.937794,0,0.13697899878025055,TN
A,MH-001,MH-001_21.151417_78.938063,0,0.05141301080584526,TN
A,MH-001,MH-001_21.151417_78.938333,0,0.03208710998296738,TN
A,MH-001,MH-001_21.151148_78.917851,0,0.03193507716059685,TN
A,MH-001,MH-001_21.151148_78.919468,0,0.09063335508108139,TN
A,MH-001,MH-001_21.151148_78.919738,0,0.16962185502052307,TN
A,MH-001,MH-001_21.151148_78.920007,0,0.17637978494167328,TN
A,MH-001,MH-001_21.151148_78.920277,0,0.3201051354408264,TN
A,MH-001,MH-001_21.151148_78.920546,0,0.3970341682434082,TN
A,MH-001,MH-001_21.151148_78.920816,0,0.4896678626537323,TN
A,MH-001,MH-001_21.151148_78.921085,0,0.4101026654243469,TN
A,MH-001,MH-001_21.151148_78.921355,0,0.3298169672489166,TN
A,MH-001,MH-001_21.151148_78.921624,0,0.26560133695602417,TN
A,MH-001,MH-001_21.151148_78.922433,0,0.10687911510467529,TN
A,MH-001,MH-001_21.151148_78.922702,0,0.08568353205919266,TN
A,MH-001,MH-001_21.151148_78.92351,0,0.09539157152175903,TN
A,MH-001,MH-001_21.151148_78.92378,0,0.06393791735172272,TN
A,MH-001,MH-001_21.151148_78.925397,0,0.04110608249902725,TN
A,MH-001,MH-001_21.151148_78.925666,0,0.058080077171325684,TN
A,MH-001,MH-001_21.151148_78.926205,0,0.1500283032655716,TN
A,MH-001,MH-001_21.151148_78.926475,0,0.11507555097341537,TN
A,MH-001,MH-001_21.151148_78.930248,1,0.3514748215675354,FN
A,MH-001,MH-001_21.151148_78.930517,0,0.2841811180114746,TN
A,MH-001,MH-001_21.151148_78.931595,0,0.06241409480571747,TN
A,MH-001,MH-001_21.151148_78.933212,0,0.035880282521247864,TN
A,MH-001,MH-001_21.151148_78.933482,0,0.042379770427942276,TN
A,MH-001,MH-001_21.151148_78.937255,0,0.4177115261554718,TN
A,MH-001,MH-001_21.151148_78.937524,0,0.2449818253517151,TN
A,MH-001,MH-001_21.151148_78.937794,0,0.21623559296131134,TN
A,MH-001,MH-001_21.151148_78.938063,0,0.06931903213262558,TN
A,MH-001,MH-001_21.151148_78.938333,0,0.03963429108262062,TN
A,MH-001,MH-001_21.151148_78.938602,0,0.025730453431606293,TN
A,MH-001,MH-001_21.150878_78.917043,0,0.0416477806866169,TN
A,MH-001,MH-001_21.150878_78.917582,0,0.030802728608250618,TN
A,MH-001,MH-001_21.150878_78.917851,0,0.03516482934355736,TN
A,MH-001,MH-001_21.150878_78.91839,0,0.061988476663827896,TN
A,MH-001,MH-001_21.150878_78.91866,0,0.05189940705895424,TN
A,MH-001,MH-001_21.150878_78.919199,0,0.0515594445168972,TN
A,MH-001,MH-001_21.150878_78.919468,0,0.07342629134654999,TN
A,MH-001,MH-001_21.150878_78.919738,0,0.2095535546541214,TN
A,MH-001,MH-001_21.150878_78.920007,0,0.1836298406124115,TN
A,MH-001,MH-001_21.150878_78.920277,0,0.40911704301834106,TN
A,MH-001,MH-001_21.150878_78.920546,0,0.4592798054218292,TN
A,MH-001,MH-001_21.150878_78.920816,1,0.5238688588142395,TP
A,MH-001,MH-001_21.150878_78.921085,0,0.5041390657424927,FP
A,MH-001,MH-001_21.150878_78.921355,0,0.3634651303291321,TN
A,MH-001,MH-001_21.150878_78.921894,0,0.25900256633758545,TN
A,MH-001,MH-001_21.150878_78.922433,0,0.11432257294654846,TN
A,MH-001,MH-001_21.150878_78.922702,0,0.06201515346765518,TN
A,MH-001,MH-001_21.150878_78.922972,0,0.07749368995428085,TN
A,MH-001,MH-001_21.150878_78.92351,0,0.06205528602004051,TN
A,MH-001,MH-001_21.150878_78.925397,0,0.050512123852968216,TN
A,MH-001,MH-001_21.150878_78.925666,0,0.06945350766181946,TN
A,MH-001,MH-001_21.150878_78.926475,0,0.10021296888589859,TN
A,MH-001,MH-001_21.150878_78.930248,1,0.27219149470329285,FN
A,MH-001,MH-001_21.150878_78.930787,0,0.28284305334091187,TN
A,MH-001,MH-001_21.150878_78.931595,0,0.05412502959370613,TN
A,MH-001,MH-001_21.150878_78.933482,0,0.03476862981915474,TN
A,MH-001,MH-001_21.150878_78.937255,0,0.6859170198440552,FP
A,MH-001,MH-001_21.150878_78.937524,0,0.4788995087146759,TN
A,MH-001,MH-001_21.150878_78.937794,0,0.5114045143127441,FP
A,MH-001,MH-001_21.150878_78.938063,0,0.2656902074813843,TN
A,MH-001,MH-001_21.150878_78.938333,0,0.13908645510673523,TN
A,MH-001,MH-001_21.150878_78.938602,0,0.06784918159246445,TN
A,MH-001,MH-001_21.150609_78.917312,0,0.02790331467986107,TN
A,MH-001,MH-001_21.150609_78.917582,0,0.023765897378325462,TN
A,MH-001,MH-001_21.150609_78.917851,0,0.02654014341533184,TN
A,MH-001,MH-001_21.150609_78.918121,0,0.034724924713373184,TN
A,MH-001,MH-001_21.150609_78.918929,0,0.026401247829198837,TN
A,MH-001,MH-001_21.150609_78.919199,0,0.0413968451321125,TN
A,MH-001,MH-001_21.150609_78.919468,0,0.05663033574819565,TN
A,MH-001,MH-001_21.150609_78.919738,0,0.11201903223991394,TN
A,MH-001,MH-001_21.150609_78.920007,0,0.12759104371070862,TN
A,MH-001,MH-001_21.150609_78.920277,0,0.22181682288646698,TN
A,MH-001,MH-001_21.150609_78.920546,1,0.24286827445030212,FN
A,MH-001,MH-001_21.150609_78.920816,1,0.22798709571361542,FN
A,MH-001,MH-001_21.150609_78.921085,0,0.21848100423812866,TN
A,MH-001,MH-001_21.150609_78.921355,0,0.15736156702041626,TN
A,MH-001,MH-001_21.150609_78.921624,0,0.10711620002985,TN
A,MH-001,MH-001_21.150609_78.921894,0,0.08260522037744522,TN
A,MH-001,MH-001_21.150609_78.922163,0,0.07908972352743149,TN
A,MH-001,MH-001_21.150609_78.922433,0,0.06803731620311737,TN
A,MH-001,MH-001_21.150609_78.922702,0,0.05061636120080948,TN
A,MH-001,MH-001_21.150609_78.922972,0,0.0642549991607666,TN
A,MH-001,MH-001_21.150609_78.923241,0,0.06704194098711014,TN
A,MH-001,MH-001_21.150609_78.92351,0,0.08745012432336807,TN
A,MH-001,MH-001_21.150609_78.925397,0,0.037083886563777924,TN
A,MH-001,MH-001_21.150609_78.925666,0,0.03781500458717346,TN
A,MH-001,MH-001_21.150609_78.926475,0,0.07106616348028183,TN
A,MH-001,MH-001_21.150609_78.930517,0,0.14519178867340088,TN
A,MH-001,MH-001_21.150609_78.930787,0,0.22039425373077393,TN
A,MH-001,MH-001_21.150609_78.937255,0,0.7954917550086975,FP
A,MH-001,MH-001_21.150609_78.937524,0,0.6514453291893005,FP
A,MH-001,MH-001_21.150609_78.937794,0,0.6327372789382935,FP
A,MH-001,MH-001_21.150609_78.938063,0,0.3279178738594055,TN
A,MH-001,MH-001_21.150609_78.938602,0,0.125898078083992,TN
A,MH-001,MH-001_21.150339_78.917312,0,0.02971617877483368,TN
A,MH-001,MH-001_21.150339_78.917582,0,0.027124514803290367,TN
A,MH-001,MH-001_21.150339_78.917851,0,0.02043365314602852,TN
A,MH-001,MH-001_21.150339_78.918121,0,0.027878299355506897,TN
A,MH-001,MH-001_21.150339_78.91839,0,0.032057102769613266,TN
A,MH-001,MH-001_21.150339_78.91866,0,0.03766746446490288,TN
A,MH-001,MH-001_21.150339_78.918929,0,0.034239474684000015,TN
A,MH-001,MH-001_21.150339_78.919199,0,0.047932833433151245,TN
A,MH-001,MH-001_21.150339_78.919468,0,0.049885112792253494,TN
A,MH-001,MH-001_21.150339_78.919738,0,0.0788746029138565,TN
A,MH-001,MH-001_21.150339_78.920007,0,0.09550215303897858,TN
A,MH-001,MH-001_21.150339_78.920277,0,0.19371066987514496,TN
A,MH-001,MH-001_21.150339_78.920546,0,0.2005157321691513,TN
A,MH-001,MH-001_21.150339_78.920816,1,0.19315414130687714,FN
A,MH-001,MH-001_21.150339_78.921085,0,0.16476045548915863,TN
A,MH-001,MH-001_21.150339_78.921355,0,0.087592214345932,TN
A,MH-001,MH-001_21.150339_78.921624,0,0.06075601279735565,TN
A,MH-001,MH-001_21.150339_78.921894,0,0.05701107159256935,TN
A,MH-001,MH-001_21.150339_78.922163,0,0.049776289612054825,TN
A,MH-001,MH-001_21.150339_78.922433,0,0.05778765678405762,TN
A,MH-001,MH-001_21.150339_78.922702,0,0.040664661675691605,TN
A,MH-001,MH-001_21.150339_78.922972,0,0.0509674996137619,TN
A,MH-001,MH-001_21.150339_78.923241,0,0.060139238834381104,TN
A,MH-001,MH-001_21.150339_78.92378,0,0.06249575316905975,TN
A,MH-001,MH-001_21.150339_78.924588,0,0.029118919745087624,TN
A,MH-001,MH-001_21.150339_78.924858,0,0.027746152132749557,TN
A,MH-001,MH-001_21.150339_78.925127,0,0.026046503335237503,TN
A,MH-001,MH-001_21.150339_78.925666,0,0.0272651556879282,TN
A,MH-001,MH-001_21.150339_78.925936,0,0.03940508887171745,TN
A,MH-001,MH-001_21.150339_78.926205,0,0.045474108308553696,TN
A,MH-001,MH-001_21.150339_78.930517,0,0.10167936980724335,TN
A,MH-001,MH-001_21.150339_78.930787,0,0.11851806193590164,TN
A,MH-001,MH-001_21.150339_78.937255,0,0.7387043237686157,FP
A,MH-001,MH-001_21.150339_78.937524,0,0.5908874273300171,FP
A,MH-001,MH-001_21.150339_78.937794,0,0.5760858058929443,FP
A,MH-001,MH-001_21.150339_78.938063,0,0.3838231861591339,TN
A,MH-001,MH-001_21.15007_78.917312,0,0.025840187445282936,TN
A,MH-001,MH-001_21.15007_78.917582,0,0.02294979989528656,TN
A,MH-001,MH-001_21.15007_78.917851,0,0.021312439814209938,TN
A,MH-001,MH-001_21.15007_78.918121,0,0.024385035037994385,TN
A,MH-001,MH-001_21.15007_78.91839,0,0.02682936191558838,TN
A,MH-001,MH-001_21.15007_78.91866,0,0.03521936759352684,TN
A,MH-001,MH-001_21.15007_78.918929,0,0.029793817549943924,TN
A,MH-001,MH-001_21.15007_78.919199,0,0.04474186897277832,TN
A,MH-001,MH-001_21.15007_78.919468,0,0.041013944894075394,TN
A,MH-001,MH-001_21.15007_78.919738,0,0.06789328157901764,TN
A,MH-001,MH-001_21.15007_78.920007,0,0.08391264826059341,TN
A,MH-001,MH-001_21.15007_78.920277,0,0.1303931176662445,TN
A,MH-001,MH-001_21.15007_78.920546,0,0.15634310245513916,TN
A,MH-001,MH-001_21.15007_78.920816,0,0.10564345121383667,TN
A,MH-001,MH-001_21.15007_78.921085,0,0.09543842822313309,TN
A,MH-001,MH-001_21.15007_78.921355,0,0.0654415711760521,TN
A,MH-001,MH-001_21.15007_78.921624,0,0.035088781267404556,TN
A,MH-001,MH-001_21.15007_78.921894,0,0.03782966732978821,TN
A,MH-001,MH-001_21.15007_78.922163,0,0.03598619997501373,TN
A,MH-001,MH-001_21.15007_78.922433,0,0.04039505124092102,TN
A,MH-001,MH-001_21.15007_78.922702,0,0.033409446477890015,TN
A,MH-001,MH-001_21.15007_78.922972,0,0.047145165503025055,TN
A,MH-001,MH-001_21.15007_78.923241,0,0.045746415853500366,TN
A,MH-001,MH-001_21.15007_78.92351,0,0.06668665260076523,TN
A,MH-001,MH-001_21.15007_78.92378,0,0.04352623596787453,TN
A,MH-001,MH-001_21.15007_78.924049,0,0.05015035718679428,TN
A,MH-001,MH-001_21.15007_78.924319,0,0.03540479391813278,TN
A,MH-001,MH-001_21.15007_78.924588,0,0.02672804333269596,TN
A,MH-001,MH-001_21.15007_78.924858,0,0.022901201620697975,TN
A,MH-001,MH-001_21.15007_78.925127,0,0.021621262654662132,TN
A,MH-001,MH-001_21.15007_78.926475,0,0.07392368465662003,TN
A,MH-001,MH-001_21.15007_78.930517,0,0.06386391818523407,TN
A,MH-001,MH-001_21.15007_78.937255,1,0.333792120218277,FN
A,MH-001,MH-001_21.15007_78.937524,0,0.2728900611400604,TN
A,MH-001,MH-001_21.15007_78.937794,0,0.2901408076286316,TN
A,MH-001,MH-001_21.15007_78.938063,0,0.2571060061454773,TN
A,MH-001,MH-001_21.1498_78.917582,0,0.025833263993263245,TN
A,MH-001,MH-001_21.1498_78.917851,0,0.02369745820760727,TN
A,MH-001,MH-001_21.1498_78.918121,0,0.02970842830836773,TN
A,MH-001,MH-001_21.1498_78.91839,0,0.03306812047958374,TN
A,MH-001,MH-001_21.1498_78.91866,0,0.037883732467889786,TN
A,MH-001,MH-001_21.1498_78.918929,0,0.030727263540029526,TN
A,MH-001,MH-001_21.1498_78.919199,0,0.038329076021909714,TN
A,MH-001,MH-001_21.1498_78.919468,0,0.04287537559866905,TN
A,MH-001,MH-001_21.1498_78.919738,0,0.047233060002326965,TN
A,MH-001,MH-001_21.1498_78.920007,0,0.06378930807113647,TN
A,MH-001,MH-001_21.1498_78.920277,0,0.10331124812364578,TN
A,MH-001,MH-001_21.1498_78.920546,0,0.0900145098567009,TN
A,MH-001,MH-001_21.1498_78.920816,0,0.07801452279090881,TN
A,MH-001,MH-001_21.1498_78.921085,0,0.07055056095123291,TN
A,MH-001,MH-001_21.1498_78.921355,0,0.04904553294181824,TN
A,MH-001,MH-001_21.1498_78.921624,0,0.02998075634241104,TN
A,MH-001,MH-001_21.1498_78.921894,0,0.02844342589378357,TN
A,MH-001,MH-001_21.1498_78.922163,0,0.029536953195929527,TN
A,MH-001,MH-001_21.1498_78.922433,0,0.03895566239953041,TN
A,MH-001,MH-001_21.1498_78.922702,0,0.03138379380106926,TN
A,MH-001,MH-001_21.1498_78.922972,0,0.041735876351594925,TN
A,MH-001,MH-001_21.1498_78.923241,0,0.04402944818139076,TN
A,MH-001,MH-001_21.1498_78.92351,0,0.04960387945175171,TN
A,MH-001,MH-001_21.1498_78.92378,0,0.03818361461162567,TN
A,MH-001,MH-001_21.1498_78.924049,0,0.04003722220659256,TN
A,MH-001,MH-001_21.1498_78.924319,0,0.026536522433161736,TN
A,MH-001,MH-001_21.1498_78.924588,0,0.02074192836880684,TN
A,MH-001,MH-001_21.1498_78.924858,0,0.021087320521473885,TN
A,MH-001,MH-001_21.1498_78.925127,0,0.027289409190416336,TN
A,MH-001,MH-001_21.1498_78.926205,0,0.08029573410749435,TN
A,MH-001,MH-001_21.1498_78.937524,1,0.12553660571575165,FN
A,MH-001,MH-001_21.1498_78.937794,0,0.16869287192821503,TN
